#  snr lnM mu p0 e0 dist cosqS phiS cosqK phiK Phi_phi0 Phi_r0
2.604325567831329735e+00 1.212601322425963524e+01 4.638546927086260041e+01 1.353541193510377383e+01 3.495747452777994702e-01 4.810854707044173040e+01 -7.723909823002046426e-01 4.485026844254707434e+00 -7.089562027417876111e-01 6.132056585725259801e+00 5.715208098236931988e+00 4.381413711049741977e+00
2.875700375363089201e+00 1.396285178761933210e+01 5.521981333159496330e+01 1.104237185950761813e+01 5.743896802110504130e-01 1.717137082273637105e+01 3.620526995727927355e-01 2.308908691076447361e+00 -1.931889298314822812e-01 3.683550473187048979e+00 2.311685927192391965e+00 5.511814227805094113e+00
3.025744345778551558e+00 1.236387924210663947e+01 6.236512317833801688e+01 1.472693362387647120e+01 1.153890496398544824e-01 9.326126735443168059e+01 -3.239359190874686600e-01 2.061029837679652310e+00 4.787888388591986510e-01 5.411887327845243512e+00 6.200627703089105047e+00 5.035806298836610573e+00
3.301245639773043639e+00 1.245555972468218542e+01 3.790577735998289910e+01 1.388076810646764336e+01 6.324108171123483668e-01 3.293670344306020326e+01 5.230997638422575369e-01 5.620166292005595032e+00 9.092700968984442911e-01 1.864752031048471093e+00 2.066883776855692911e+00 2.620129188479889404e+00
4.097992394897175039e+00 1.174079498287859735e+01 6.557661994931039828e+01 1.428860704475354737e+01 2.765122308741237989e-01 2.438026638377036193e+01 -2.431741212375759797e-01 1.560317687350468718e+00 -5.600636162148476815e-01 5.085556090889196135e+00 1.069709950068276211e-01 1.115130050456763389e+00
5.623511533329380363e+00 1.255113223581850335e+01 3.890722169807975206e+01 1.238313790052487917e+01 6.592527920512279982e-01 1.909529271525757466e+01 3.988728240037046069e-01 4.903978090739623541e-01 7.710314610793439494e-01 2.341530355313971648e-02 5.777870326934970713e+00 2.193469646285760577e-01
8.878619710603285142e+00 1.289220999499426412e+01 9.522108356380088878e+01 1.312835611194524077e+01 1.838387124761008962e-01 3.255271500245731175e+01 -6.702538888073901191e-01 5.457674468610252738e+00 -3.315481016888880417e-01 3.124380112496305095e+00 5.661717952049888147e+00 2.865948126523494288e+00
1.123968609095458504e+01 1.271514066554656708e+01 8.038164385325886485e+01 1.467184396464158347e+01 5.590677296678848718e-01 1.634007959350071815e+01 -7.929465234601801304e-01 4.897307665939732990e-01 -5.866034176253475119e-01 5.878564173001540993e+00 6.569100510525804903e-02 1.094965836734070219e+00
1.303443001873831264e+01 1.246255545757285788e+01 4.907781905762700347e+01 1.415710922021104601e+01 4.212436800336392256e-02 1.440666881433799063e+01 8.748049258513327375e-01 1.160905572119153906e+00 -6.448255066307728711e-01 4.450704519056136732e+00 5.711990971824283392e+00 8.548124910185410652e-01
1.544501274596593099e+01 1.355980085933684265e+01 6.704962983949111788e+01 9.500470656660278124e+00 2.819891120936028339e-01 1.543136640457712261e+01 5.586298035352769142e-01 4.932268776557533485e+00 -6.347462454217730476e-01 1.910676131469311922e+00 7.735733912678628421e-01 4.866569573146335870e+00
9.159240006406520251e+01 1.274215669012051144e+01 8.725473888743639606e+00 1.113724252495933165e+01 6.000721820835119846e-01 6.036526164298572361e-01 -8.402421529200003736e-01 2.331281147945538201e+00 8.775887466178178276e-02 3.533621559981168225e+00 7.272467614415611958e-01 5.914634499013970093e+00
